country,iso3c,date,SPI.DIM2.1.INDEX,SPI.DIM2.2.INDEX,SPI.DIM2.4.INDEX,SPI.DIM3.1.INDEX,SPI.DIM3.2.INDEX,SPI.DIM3.3.INDEX,SPI.DIM3.4.INDEX,income,region,population
"Bahamas, The",BHS,2006,,,,0.279166667,0.448833333,0.25,0.365,High income,Latin America & Caribbean,331033
Bahrain,BHR,2006,,,,0.4505,0.514333333,0.25,0.3255,High income,Middle East & North Africa,958418
Bangladesh,BGD,2006,,,,0.677666667,0.569666667,0.5,0.5415,Lower middle income,South Asia,140921167
Barbados,BRB,2006,,,,0.540666667,0.597666667,0.9165,0.5075,High income,Latin America & Caribbean,277477
Belarus,BLR,2006,,,,0.683,0.4455,0.4165,0.5345,Upper middle income,Europe & Central Asia,9604924
Belgium,BEL,2006,1,,,0.5705,0.506333333,0.5,0.421,High income,Europe & Central Asia,10547958
Belize,BLZ,2006,,,,0.456833333,0.562833333,1,0.6505,Upper middle income,Latin America & Caribbean,291329
Benin,BEN,2006,,,,0.502666667,0.503166667,0.4165,0.6505,Lower middle income,Sub-Saharan Africa,8216897
Bermuda,BMU,2006,,,,0.14,0.116666667,0.25,0.211,High income,North America,64523
Bhutan,BTN,2006,,,,0.539166667,0.6045,1,0.486,Lower middle income,South Asia,657410
Bolivia,BOL,2006,,,,0.643833333,0.695833333,1,0.7065,Lower middle income,Latin America & Caribbean,9395446
Bosnia and Herzegovina,BIH,2006,,,,0.6365,0.546833333,0.5,0.635,Upper middle income,Europe & Central Asia,3765424
Botswana,BWA,2006,,,,0.545333333,0.5525,0.5,0.522,Upper middle income,Sub-Saharan Africa,1835908
Brazil,BRA,2006,,,,0.710666667,0.728333333,1,0.6505,Upper middle income,Latin America & Caribbean,188167356
British Virgin Islands,VGB,2006,,,,0.116833333,0.266666667,0.25,0.101,High income,Latin America & Caribbean,24023
Brunei Darussalam,BRN,2006,,,,0.246,0.4745,0.3335,0.2775,High income,East Asia & Pacific,370263
Bulgaria,BGR,2006,,,,0.645166667,0.484333333,0.8335,0.4365,Upper middle income,Europe & Central Asia,7601022
Burkina Faso,BFA,2006,,,,0.517333333,0.592166667,1,0.7065,Low income,Sub-Saharan Africa,13829176
Burundi,BDI,2006,,,,0.4975,0.481833333,0.5,0.522,Low income,Sub-Saharan Africa,7607849
Cabo Verde,CPV,2006,,,,0.5365,0.484833333,0.5,0.4445,Lower middle income,Sub-Saharan Africa,469170
Cambodia,KHM,2006,,,,0.647333333,0.608333333,1,0.595,Lower middle income,East Asia & Pacific,13477709
Cameroon,CMR,2006,,,,0.531666667,0.619833333,1,0.4665,Lower middle income,Sub-Saharan Africa,18223674
Canada,CAN,2006,1,,,0.516166667,0.4785,0.5,0.4365,High income,North America,32571174
Cayman Islands,CYM,2006,,,,0.0885,0.233333333,0.25,0.1565,High income,Latin America & Caribbean,50740
Central African Republic,CAF,2006,,,,0.4145,0.481833333,0.5,0.311,Low income,Sub-Saharan Africa,4118069
Chad,TCD,2006,,,,0.4235,0.38,0.5,0.311,Low income,Sub-Saharan Africa,10457124
Channel Islands,CHI,2006,,,,,,,,High income,Europe & Central Asia,153008
Chile,CHL,2006,1,,,0.701333333,0.616,1,0.5635,High income,Latin America & Caribbean,16354504
China,CHN,2006,,,,0.502166667,0.416666667,0.5,0.5395,Upper middle income,East Asia & Pacific,1311020000
Colombia,COL,2006,,,,0.685166667,0.588166667,1,0.7065,Upper middle income,Latin America & Caribbean,43200901
Comoros,COM,2006,,,,0.444833333,0.508333333,1,0.411,Lower middle income,Sub-Saharan Africa,626425
"Congo, Dem. Rep.",COD,2006,,,,0.4505,0.500666667,0.5,0.5415,Low income,Sub-Saharan Africa,56578037
"Congo, Rep.",COG,2006,,,,0.619666667,0.443666667,0.5,0.411,Lower middle income,Sub-Saharan Africa,3745141
Costa Rica,CRI,2006,,,,0.651,0.630166667,1,0.6505,Upper middle income,Latin America & Caribbean,4345412
Cote d'Ivoire,CIV,2006,,,,0.520666667,0.538166667,1,0.595,Lower middle income,Sub-Saharan Africa,18754916
Croatia,HRV,2006,,,,0.593833333,0.444,0.5,0.421,High income,Europe & Central Asia,4311159
Cuba,CUB,2006,,,,0.486666667,0.470166667,0.5,0.3485,Upper middle income,Latin America & Caribbean,11261248
Curacao,CUW,2006,,,,0.041666667,0.245833333,0.25,0.0555,High income,Latin America & Caribbean,141239
Cyprus,CYP,2006,,,,0.529166667,0.487833333,0.8335,0.2935,High income,Europe & Central Asia,1045507
Czech Republic,CZE,2006,1,,,0.540666667,0.385833333,0.3335,0.365,High income,Europe & Central Asia,10238905
Denmark,DNK,2006,1,,,0.548666667,0.374,0.4165,0.365,High income,Europe & Central Asia,5437272
Djibouti,DJI,2006,,,,0.420833333,0.466333333,0.8335,0.522,Lower middle income,Middle East & North Africa,794563
Dominica,DMA,2006,,,,0.3485,0.357833333,0.4165,0.595,Upper middle income,Latin America & Caribbean,70718
Dominican Republic,DOM,2006,,,,0.636,0.477333333,0.5,0.6505,Upper middle income,Latin America & Caribbean,9218686
Ecuador,ECU,2006,,,,0.753,0.7005,1,0.6115,Upper middle income,Latin America & Caribbean,14059384
"Egypt, Arab Rep.",EGY,2006,,,,0.652666667,0.572166667,1,0.6505,Lower middle income,Middle East & North Africa,76873663
El Salvador,SLV,2006,,,,0.673666667,0.5715,1,0.762,Lower middle income,Latin America & Caribbean,6079399
Equatorial Guinea,GNQ,2006,,,,0.416166667,0.391166667,0.5,0.261,Upper middle income,Sub-Saharan Africa,784496
Eritrea,ERI,2006,,,,0.399833333,0.375,0.5,0.2475,Low income,Sub-Saharan Africa,2918205
Estonia,EST,2006,1,,,0.547666667,0.487833333,0.75,0.2935,High income,Europe & Central Asia,1346810
Eswatini,SWZ,2006,,,,0.5525,0.441166667,1,0.486,Lower middle income,Sub-Saharan Africa,1036092
Ethiopia,ETH,2006,,,,0.707333333,0.607833333,1,0.5395,Low income,Sub-Saharan Africa,78489206
Faroe Islands,FRO,2006,,,,0.033666667,0.066666667,0.25,0.1055,High income,Europe & Central Asia,47792
Fiji,FJI,2006,,,,0.5555,0.505,1,0.597,Upper middle income,East Asia & Pacific,827870
Finland,FIN,2006,1,,,0.593833333,0.495166667,1,0.365,High income,Europe & Central Asia,5266268
France,FRA,2006,1,,,0.548666667,0.423,0.5,0.3095,High income,Europe & Central Asia,63621381
French Polynesia,PYF,2006,,,,0.085166667,0.2,0.3335,0.111,High income,East Asia & Pacific,261010
Gabon,GAB,2006,,,,0.428,0.419833333,0.4165,0.4445,Upper middle income,Sub-Saharan Africa,1430152
"Gambia, The",GMB,2006,,,,0.465166667,0.379333333,0.4165,0.5415,Low income,Sub-Saharan Africa,1591445
Georgia,GEO,2006,,,,0.674833333,0.500666667,0.5,0.7065,Upper middle income,Europe & Central Asia,3880347
Germany,DEU,2006,1,,,0.559166667,0.395166667,0.5,0.365,High income,Europe & Central Asia,82376451
Ghana,GHA,2006,,,,0.5565,0.413833333,0.5,0.595,Lower middle income,Sub-Saharan Africa,22379055
Gibraltar,GIB,2006,,,,0.083333333,0.0875,0.0835,0.0555,High income,Europe & Central Asia,33417
Greece,GRC,2006,1,,,0.492,0.395166667,0.5,0.365,High income,Europe & Central Asia,11020362
Greenland,GRL,2006,,,,0.103,0.125,0.3335,0.0555,High income,Europe & Central Asia,56774
Grenada,GRD,2006,,,,0.471833333,0.469,1,0.6505,Upper middle income,Latin America & Caribbean,104933
Guam,GUM,2006,,,,0.103,0.225,0.25,0.101,High income,East Asia & Pacific,158648
Guatemala,GTM,2006,,,,0.659833333,0.6375,1,0.653,Upper middle income,Latin America & Caribbean,13213330
Guinea,GIN,2006,,,,0.427666667,0.38,0.5,0.522,Low income,Sub-Saharan Africa,9307425
Guinea-Bissau,GNB,2006,,,,0.390666667,0.376333333,0.4165,0.4665,Low income,Sub-Saharan Africa,1377581
Guyana,GUY,2006,,,,0.5235,0.509666667,0.8335,0.4945,Upper middle income,Latin America & Caribbean,746343
Haiti,HTI,2006,,,,0.447333333,0.397166667,0.5,0.4665,Low income,Latin America & Caribbean,9344785
Honduras,HND,2006,,,,0.651,0.627833333,1,0.653,Lower middle income,Latin America & Caribbean,7634298
"Hong Kong SAR, China",HKG,2006,,,,0.210166667,0.231666667,0.3335,0.4365,High income,East Asia & Pacific,6857100
Hungary,HUN,2006,1,,,0.538333333,0.385833333,0.3335,0.365,High income,Europe & Central Asia,10071370
Iceland,ISL,2006,1,,,0.480166667,0.367333333,0.3335,0.4365,High income,Europe & Central Asia,303782
India,IND,2006,,,,0.654166667,0.509666667,0.5,0.6505,Lower middle income,South Asia,1165486291
Indonesia,IDN,2006,,,,0.575833333,0.549333333,1,0.595,Upper middle income,East Asia & Pacific,229318262
"Iran, Islamic Rep.",IRN,2006,,,,0.664333333,0.5745,1,0.486,Upper middle income,Middle East & North Africa,70554760
Iraq,IRQ,2006,,,,0.606166667,0.397166667,0.5,0.311,Upper middle income,Middle East & North Africa,27448124
Ireland,IRL,2006,1,,,0.525166667,0.423,0.5,0.365,High income,Europe & Central Asia,4273591
Isle of Man,IMN,2006,,,,0.027833333,0.1,0.0835,0.111,High income,Europe & Central Asia,81285
Israel,ISR,2006,1,,,0.500166667,0.343666667,0.3335,0.365,High income,Middle East & North Africa,7053700
Italy,ITA,2006,1,,,0.538333333,0.4045,0.5,0.365,High income,Europe & Central Asia,58143979
Jamaica,JAM,2006,,,,0.531666667,0.538166667,1,0.6505,Upper middle income,Latin America & Caribbean,2754407
Japan,JPN,2006,1,,,0.428666667,0.450666667,1,0.4365,High income,East Asia & Pacific,127854000
Jordan,JOR,2006,,,,0.5895,0.5605,1,0.595,Upper middle income,Middle East & North Africa,5991540
Kazakhstan,KAZ,2006,,,,0.706666667,0.5815,1,0.595,Upper middle income,Europe & Central Asia,15308084
Kenya,KEN,2006,,,,0.728666667,0.538166667,1,0.5415,Lower middle income,Sub-Saharan Africa,37649033
Kiribati,KIR,2006,,,,0.480666667,0.376333333,0.4165,0.4165,Lower middle income,East Asia & Pacific,94343
"Korea, Dem. People’s Rep.",PRK,2006,,,,0.408333333,0.414333333,0.5,0.261,Low income,East Asia & Pacific,24054864
"Korea, Rep.",KOR,2006,1,,,0.587333333,0.534,0.8335,0.452,High income,East Asia & Pacific,48438292
Kosovo,XKX,2006,,,,,,,,Upper middle income,Europe & Central Asia,1719536
Kuwait,KWT,2006,,,,0.466833333,0.441833333,0.25,0.365,High income,Middle East & North Africa,2373672
Kyrgyz Republic,KGZ,2006,,,,0.7345,0.562833333,1,0.5555,Lower middle income,Europe & Central Asia,5218400
Lao PDR,LAO,2006,,,,0.537666667,0.4875,1,0.4445,Lower middle income,East Asia & Pacific,5846074
Latvia,LVA,2006,1,,,0.488666667,0.4045,0.25,0.238,High income,Europe & Central Asia,2218357
Lebanon,LBN,2006,,,,0.5805,0.503166667,1,0.595,Upper middle income,Middle East & North Africa,4759753
Lesotho,LSO,2006,,,,0.4925,0.486166667,0.5,0.5415,Lower middle income,Sub-Saharan Africa,1989939
Liberia,LBR,2006,,,,0.378833333,0.3875,0.5,0.4945,Low income,Sub-Saharan Africa,3329211
Libya,LBY,2006,,,,0.334,0.345333333,0.5,0.3665,Upper middle income,Middle East & North Africa,5886872
Liechtenstein,LIE,2006,,,,0.200333333,0.133333333,0.3335,0.1665,High income,Europe & Central Asia,34970
Lithuania,LTU,2006,1,,,0.519833333,0.4045,0.25,0.2935,High income,Europe & Central Asia,3269909
Luxembourg,LUX,2006,1,,,0.473833333,0.423,0.25,0.365,High income,Europe & Central Asia,472637
"Macao SAR, China",MAC,2006,,,,0.159166667,0.207833333,0.25,0.3255,High income,East Asia & Pacific,493799
Madagascar,MDG,2006,,,,0.620333333,0.519666667,1,0.5415,Low income,Sub-Saharan Africa,18880269
Malawi,MWI,2006,,,,0.655333333,0.491166667,1,0.4665,Low income,Sub-Saharan Africa,12973699
Malaysia,MYS,2006,,,,0.6815,0.543,1,0.5235,Upper middle income,East Asia & Pacific,26201961
Maldives,MDV,2006,,,,0.548666667,0.441166667,0.9165,0.5395,Upper middle income,South Asia,327487
Mali,MLI,2006,,,,0.648333333,0.502833333,0.9165,0.486,Low income,Sub-Saharan Africa,13203378
Malta,MLT,2006,,,,0.424666667,0.3295,0.25,0.2935,High income,Middle East & North Africa,405308
Marshall Islands,MHL,2006,,,,0.240166667,0.370833333,0.4165,0.261,Upper middle income,East Asia & Pacific,55767
Mauritania,MRT,2006,,,,0.461,0.395833333,0.5,0.4165,Lower middle income,Sub-Saharan Africa,3111906
Mauritius,MUS,2006,,,,0.641333333,0.5525,1,0.6505,High income,Sub-Saharan Africa,1233996
Mexico,MEX,2006,,,,0.713333333,0.622833333,1,0.6115,Upper middle income,Latin America & Caribbean,107560153
"Micronesia, Fed. Sts.",FSM,2006,,,,0.320166667,0.357833333,0.5,0.236,Lower middle income,East Asia & Pacific,105371
Moldova,MDA,2006,,,,0.708,0.357833333,0.5,0.6905,Lower middle income,Europe & Central Asia,2880095
Monaco,MCO,2006,,,,0.146333333,0.125,0.1665,0.1665,High income,Europe & Central Asia,34190
Mongolia,MNG,2006,,,,0.607166667,0.532666667,1,0.522,Lower middle income,East Asia & Pacific,2558856
Montenegro,MNE,2006,,,,0.5555,0.3785,1,0.2665,Upper middle income,Europe & Central Asia,615025
Morocco,MAR,2006,,,,0.6935,0.567166667,1,0.595,Lower middle income,Middle East & North Africa,30804683
Mozambique,MOZ,2006,,,,0.483166667,0.5315,1,0.4665,Low income,Sub-Saharan Africa,21080110
Myanmar,MMR,2006,,,,0.467333333,0.502833333,1,0.411,Lower middle income,East Asia & Pacific,49301050
Namibia,NAM,2006,,,,0.5015,0.404833333,0.5,0.5345,Upper middle income,Sub-Saharan Africa,1971317
Nauru,NRU,2006,,,,0.241666667,0.354166667,0.25,0.1945,High income,East Asia & Pacific,9828
Nepal,NPL,2006,,,,0.573333333,0.486166667,1,0.486,Lower middle income,South Asia,26066693
Netherlands,NLD,2006,1,,,0.533333333,0.3525,0.4165,0.365,High income,Europe & Central Asia,16346101
New Caledonia,NCL,2006,,,,0.154666667,0.166666667,0.3335,0.0555,High income,East Asia & Pacific,235750
New Zealand,NZL,2006,1,,,0.461666667,0.417333333,1,0.4365,High income,East Asia & Pacific,4184600
Nicaragua,NIC,2006,,,,0.693833333,0.529166667,1,0.6505,Lower middle income,Latin America & Caribbean,5513763
Niger,NER,2006,,,,0.5915,0.5715,1,0.5,Low income,Sub-Saharan Africa,14143971
Nigeria,NGA,2006,,,,0.48,0.404833333,0.5,0.5415,Lower middle income,Sub-Saharan Africa,142538308
North Macedonia,MKD,2006,,,,0.611666667,0.352333333,0.5,0.472,Upper middle income,Europe & Central Asia,2063131
Northern Mariana Islands,MNP,2006,,,,0.103,0.033333333,0.3335,0.0415,High income,East Asia & Pacific,55882
Norway,NOR,2006,1,,,0.550166667,0.333333333,0.5,0.4365,High income,Europe & Central Asia,4660677
Oman,OMN,2006,,,,0.443666667,0.364333333,0.5,0.3965,High income,Middle East & North Africa,2580758
Pakistan,PAK,2006,,,,0.643833333,0.570833333,1,0.5415,Lower middle income,South Asia,164022627
Palau,PLW,2006,,,,0.325,0.354166667,0.4165,0.311,High income,East Asia & Pacific,19540
Panama,PAN,2006,,,,0.598833333,0.580166667,1,0.5,High income,Latin America & Caribbean,3391666
Papua New Guinea,PNG,2006,,,,0.466,0.441166667,1,0.4665,Lower middle income,East Asia & Pacific,6646895
Paraguay,PRY,2006,,,,0.668166667,0.582,1,0.6505,Upper middle income,Latin America & Caribbean,5913209
Peru,PER,2006,,,,0.716666667,0.587166667,1,0.6505,Upper middle income,Latin America & Caribbean,28102056
Philippines,PHL,2006,,,,0.639166667,0.585666667,1,0.595,Lower middle income,East Asia & Pacific,87888675
Poland,POL,2006,1,,,0.562166667,0.334,0.3335,0.365,High income,Europe & Central Asia,38141267
Portugal,PRT,2006,1,,,0.528,0.371166667,0.5,0.365,High income,Europe & Central Asia,10522288
Puerto Rico,PRI,2006,,,,0.145833333,0.2,0.3335,0.2165,High income,Latin America & Caribbean,3805214
Qatar,QAT,2006,,,,0.381,0.342333333,0.25,0.365,High income,Middle East & North Africa,1022711
Romania,ROU,2006,,,,0.557833333,0.358333333,0.8335,0.4925,High income,Europe & Central Asia,21193760
Russian Federation,RUS,2006,,,,0.4895,0.262,0.3335,0.5075,Upper middle income,Europe & Central Asia,143049637
Rwanda,RWA,2006,,,,0.520666667,0.360833333,0.5,0.4665,Low income,Sub-Saharan Africa,9043337
Samoa,WSM,2006,,,,0.388,0.427333333,1,0.5,Upper middle income,East Asia & Pacific,180876
San Marino,SMR,2006,,,,0.184,0.120833333,0.1665,0.1665,High income,Europe & Central Asia,29700
Sao Tome and Principe,STP,2006,,,,0.452333333,0.375,0.5,0.597,Lower middle income,Sub-Saharan Africa,161681
Saudi Arabia,SAU,2006,,,,0.439166667,0.413666667,0.5,0.333,High income,Middle East & North Africa,24498310
Senegal,SEN,2006,,,,0.6025,0.516,1,0.5,Lower middle income,Sub-Saharan Africa,11382268
Serbia,SRB,2006,,,,0.628,0.395166667,1,0.428,Upper middle income,Europe & Central Asia,7411569
Seychelles,SYC,2006,,,,0.483166667,0.491833333,1,0.5,High income,Sub-Saharan Africa,84600
Sierra Leone,SLE,2006,,,,0.491666667,0.465333333,1,0.5,Low income,Sub-Saharan Africa,5829237
Singapore,SGP,2006,1,,,0.3625,0.3905,0.25,0.365,High income,East Asia & Pacific,4401365
Sint Maarten (Dutch part),SXM,2006,,,,0.041666667,0.05,0.25,0,High income,Latin America & Caribbean,33441
Slovak Republic,SVK,2006,1,,,0.519833333,0.334,0.3335,0.365,High income,Europe & Central Asia,5373054
Slovenia,SVN,2006,1,,,0.547666667,0.435833333,0.8335,0.365,High income,Europe & Central Asia,2006868
Solomon Islands,SLB,2006,,,,0.388666667,0.357833333,0.5,0.5,Lower middle income,East Asia & Pacific,481078
Somalia,SOM,2006,,,,0.3735,0.320833333,0.5,0.3165,Low income,Sub-Saharan Africa,10763905
South Africa,ZAF,2006,,,,0.712,0.4745,0.5,0.6505,Upper middle income,Sub-Saharan Africa,48489459
South Sudan,SSD,2006,,,,0.097166667,0.254166667,0.3335,0.111,Low income,Sub-Saharan Africa,7907406
Spain,ESP,2006,1,,,0.537333333,0.4545,1,0.365,High income,Europe & Central Asia,44397319
Sri Lanka,LKA,2006,,,,0.618166667,0.552333333,1,0.595,Lower middle income,South Asia,19695972
St. Kitts and Nevis,KNA,2006,,,,0.24,0.422666667,0.75,0.579,High income,Latin America & Caribbean,47333
St. Lucia,LCA,2006,,,,0.395,0.378666667,0.5,0.6505,Upper middle income,Latin America & Caribbean,165381
St. Martin (French part),MAF,2006,,,,0,0.116666667,0.0835,0,High income,Latin America & Caribbean,35237
St. Vincent and the Grenadines,VCT,2006,,,,0.423333333,0.457166667,1,0.6505,Upper middle income,Latin America & Caribbean,108603
Sudan,SDN,2006,,,,0.344833333,0.482833333,1,0.4665,Low income,Sub-Saharan Africa,31661823
Suriname,SUR,2006,,,,0.431,0.378666667,0.5,0.3965,Upper middle income,Latin America & Caribbean,505292
Sweden,SWE,2006,1,,,0.526833333,0.435833333,1,0.365,High income,Europe & Central Asia,9080505
Switzerland,CHE,2006,1,,,0.590166667,0.435833333,1,0.4925,High income,Europe & Central Asia,7483934
Syrian Arab Republic,SYR,2006,,,,0.533666667,0.551333333,1,0.5,Low income,Middle East & North Africa,19059258
"Taiwan, China",TWN,2006,,,,,,,,High income,East Asia & Pacific,
Tajikistan,TJK,2006,,,,0.500666667,0.416666667,0.5,0.4665,Low income,Europe & Central Asia,6922587
Tanzania,TZA,2006,,,,0.621666667,0.532666667,1,0.472,Lower middle income,Sub-Saharan Africa,39548663
Thailand,THA,2006,,,,0.600833333,0.438833333,0.5,0.6505,Upper middle income,East Asia & Pacific,65812536
Timor-Leste,TLS,2006,,,,0.350333333,0.4405,1,0.439,Lower middle income,East Asia & Pacific,1016432
Togo,TGO,2006,,,,0.518833333,0.604833333,1,0.486,Low income,Sub-Saharan Africa,5762880
Tonga,TON,2006,,,,0.2785,0.444166667,1,0.5555,Upper middle income,East Asia & Pacific,101706
Trinidad and Tobago,TTO,2006,,,,0.49,0.472166667,1,0.5075,High income,Latin America & Caribbean,1302561
Tunisia,TUN,2006,,,,0.728166667,0.575666667,1,0.5395,Lower middle income,Middle East & North Africa,10201214
Turkey,TUR,2006,,,,0.720666667,0.596833333,1,0.5555,Upper middle income,Europe & Central Asia,68756810
Turkmenistan,TKM,2006,,,,0.4385,0.375,0.5,0.261,Upper middle income,Europe & Central Asia,4810109
Turks and Caicos Islands,TCA,2006,,,,0.019666667,0.229166667,0.25,0.0415,High income,Latin America & Caribbean,29391
Tuvalu,TUV,2006,,,,0.240166667,0.357166667,0.3335,0.261,Upper middle income,East Asia & Pacific,10120
Uganda,UGA,2006,,,,0.6795,0.514333333,1,0.5345,Low income,Sub-Saharan Africa,28571475
Ukraine,UKR,2006,,,,0.628666667,0.417333333,1,0.5345,Lower middle income,Europe & Central Asia,46787786
United Arab Emirates,ARE,2006,,,,0.316833333,0.342333333,0.1665,0.222,High income,Middle East & North Africa,5300174
United Kingdom,GBR,2006,1,,,0.526833333,0.4285,1,0.254,High income,Europe & Central Asia,60846820
United States,USA,2006,1,,,0.5505,0.3525,0.5,0.4365,High income,North America,298379912
Uruguay,URY,2006,,,,0.714333333,0.561833333,0.9165,0.4925,High income,Latin America & Caribbean,3325401
Uzbekistan,UZB,2006,,,,0.468,0.432166667,0.5,0.3885,Lower middle income,Europe & Central Asia,26488250
